# Очередь приёмки слов разговорного регистра. Одна строка — одно слово-кандидат.
# Источник и метод: docs/CORPUS.md, решение по OpenSubtitles — docs/CORPUS-OS.md.
# Слова НЕ добавлены ни в один поставляемый словарь.
#
# approved заполняет ТОЛЬКО оператор лично, поимённо. Генератор всегда пишет её пустой;
# правило записано в docs/TATAR-REVIEW-QUEUE.tsv: словарные наборы — не строки интерфейса.
# approved: (пусто) | yes | no
#
# Сортировка — по убыванию пользы: сначала heldout_hits (сколько раз слово встретилось в
# отложенной разговорной выборке, не участвовавшей в его ранжировании), затем train_freq.
# Список длинный намеренно: можно идти сверху вниз и остановиться в любой момент.
#
# heldout_hits  — вхождений в отложенной разговорной выборке (10 % строк, после дедупликации)
# train_freq    — вхождений в обучающей части разговорных корпусов, ВСЕХ вместе
# train_freq_clean — из них вхождений только в корпусах с чистой лицензией (Tatoeba). Именно
#                 это число останется, если решение по OpenSubtitles отменят. Ноль означает,
#                 что слово держится на одних субтитрах, даже когда license_status = clean:
#                 метка clean говорит, что словоформа встречается в Tatoeba, а НЕ что её
#                 частота получена без OpenSubtitles.
# sources       — из каких корпусов слово пришло
# cap_ratio     — доля вхождений с заглавной буквы НЕ в начале строки; чем ближе к 1,
#                 тем вероятнее это имя собственное, проскочившее фильтр. 0.00 — чисто.
# enters_top100k — вошло бы слово в top-100k при слиянии частот (нижняя оценка)
# license_status — под какой лицензией слово получено:
#   clean:CC-BY-2.0-FR      — Tatoeba, грант есть
#   risk-accepted:no-grant  — слово встречается только в OpenSubtitles. Лицензионного гранта у
#                             OpenSubtitles нет вообще: это не «неясная» лицензия, а
#                             отсутствующая. Оператор 2026-08-24 решил взять источник, зная это.
#                             Строка помечена, чтобы происхождение слова оставалось видно;
#                             вычитывается она наравне с чистыми.
# Слова, встречающиеся ТОЛЬКО в QED (research only) или TED2020 (CC BY-NC-ND), в очередь
# не попадают вовсе: их нельзя принять ни при каком решении оператора, и держать их здесь
# значило бы тратить его время. Их число указано в docs/CORPUS.md.
#
# Не попадают и слова, которые не доходят до top-100k даже при ВЕРХНЕЙ границе интервала
# частот: отсечка словаря жёстко 100 000 записей, такое слово не войдёт в ассет ни при каком
# допущении, и вычитывать его — работа, которая ничего не изменит. Сколько таких слов
# отброшено, печатает сам генератор и записано в docs/CORPUS-OS.md.
word	heldout_hits	train_freq	train_freq_clean	sources	license_status	cap_ratio	enters_top100k	approved	reviewer	review_date	note
устроимся	34	263	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
целишься	34	263	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
радуетесь	34	262	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выдалось	34	261	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выпишем	34	261	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
шмоток	34	261	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
доберись	34	260	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
закройся	34	260	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
поить	34	260	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
разе	34	259	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.09	yes				
тормозишь	34	259	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
умника	34	259	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.08	yes				
лжеца	34	258	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
коньяку	34	257	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
перелезть	34	257	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
яйце	34	257	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
жмите	34	256	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
отчаянием	34	256	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
паникую	34	256	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
разложил	34	256	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
туалетный	34	256	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.05	yes				
домашкой	34	255	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
коробочке	34	255	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
купидона	34	255	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.80	yes				
клясться	34	254	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
конклав	34	254	0	OpenSubtitles	risk-accepted:no-grant	0.56	yes				
растоптать	34	254	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
заглох	34	253	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
пирсу	34	253	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.62	yes				
свиньёй	34	253	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
усыновила	34	253	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
знатная	34	252	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
роме	34	252	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.60	yes				
укротить	34	252	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
инвалидное	34	251	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отвёртку	34	251	35	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
скитаться	34	251	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
накачала	34	250	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
утонем	34	250	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
воют	34	249	16	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
выдра	34	249	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.14	yes				
передвигать	34	249	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
сценку	34	249	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
топтать	34	248	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
фата	34	248	0	OpenSubtitles	risk-accepted:no-grant	0.40	yes				
приведете	34	247	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
винтик	34	246	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.07	yes				
картели	34	246	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes				
поджидать	34	246	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
брошусь	34	245	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
объясняешь	34	245	13	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
одеяние	34	244	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
прогоните	34	241	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
прочтете	34	241	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
распорядитель	34	241	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.11	yes				
грязнуля	34	240	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.18	yes				
потренируемся	34	240	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
прогонять	34	240	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
просыпаетесь	34	239	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
вешалка	34	238	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
одарил	34	237	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
салфетке	34	237	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
санитара	34	237	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
вступайте	34	236	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
карлики	34	236	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
подмигнул	34	236	37	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
взбредет	34	235	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
воцарится	34	235	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
гнусное	34	235	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
одеваю	34	235	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
поджарили	34	233	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
ложечки	34	232	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
доживешь	34	231	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
фак	34	230	0	OpenSubtitles	risk-accepted:no-grant	0.35	yes				
хныкать	34	229	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
коровье	34	228	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
стриптизёрша	34	228	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
двуличный	34	227	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
виагру	34	226	0	OpenSubtitles	risk-accepted:no-grant	0.35	yes				
жевал	34	226	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
гуляйте	34	225	13	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
диабетик	34	225	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
завещала	34	224	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
зачатие	34	222	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
подписываешь	34	222	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
отчаялись	34	221	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
взад	34	219	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
нарекаю	34	218	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
переоденешься	34	218	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
дешевом	34	216	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
карамельный	34	214	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
нарывайся	34	213	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
нюхаю	34	213	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
трюком	34	213	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
растворилась	34	211	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
похорони	34	210	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
напьется	34	207	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
влезешь	34	206	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
воспитанные	34	206	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
оксиконтина	34	206	0	OpenSubtitles	risk-accepted:no-grant	0.70	yes				
выпиваем	34	205	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
фантома	34	204	0	OpenSubtitles	risk-accepted:no-grant	0.79	yes				
калачиком	34	202	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выкрутился	34	199	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
загребли	34	199	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
пеленок	34	196	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
двойня	34	195	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
пачкой	34	194	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
выловить	34	190	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
живца	34	190	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.15	yes				
свят	34	190	0	OpenSubtitles	risk-accepted:no-grant	0.18	yes				
провинилась	34	188	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
вылезал	34	185	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
харам	34	182	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.54	yes				
выродки	34	176	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
бандитские	34	171	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
тушеное	34	170	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
валиум	33	455	0	OpenSubtitles	risk-accepted:no-grant	0.29	yes				
потрясная	33	453	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
ворчать	33	444	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
обойду	33	439	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
проникнет	33	433	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
растопить	33	429	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
индейца	33	427	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.07	yes				
изменюсь	33	425	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
брезент	33	420	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
вылил	33	420	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
постучи	33	412	12	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
продался	33	403	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
смущен	33	400	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
физиономию	33	397	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
плюшевого	33	394	28	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
лечите	33	393	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
вынеси	33	388	13	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
увлекаешься	33	385	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
горды	33	382	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
отрежем	33	381	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
распутать	33	381	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
сестренку	33	381	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
встанете	33	378	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
бокальчик	33	377	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
клюнул	33	376	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
слышится	33	376	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
лысым	33	374	12	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
переполняют	33	374	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
сальса	33	374	0	OpenSubtitles	risk-accepted:no-grant	0.15	yes				
раздеть	33	369	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
господни	33	367	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.74	yes				
остроумный	33	366	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
скользкие	33	366	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
толстячок	33	365	0	OpenSubtitles	risk-accepted:no-grant	0.29	yes				
коням	33	364	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
оступился	33	362	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
хлопьями	33	362	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
пролете	33	361	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
шот	33	360	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.23	yes				
сорву	33	358	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
спустите	33	358	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
претендую	33	357	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
лесби	33	356	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
бластер	33	355	0	OpenSubtitles	risk-accepted:no-grant	0.18	yes				
умничай	33	355	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
опомнись	33	354	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
соска	33	352	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
упрямые	33	352	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
непостижимо	33	350	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
корица	33	349	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.25	yes				
эскимо	33	349	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.12	yes				
понеслась	33	346	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
таверна	33	346	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.22	yes				
помешалась	33	345	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
бесценна	33	344	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
откопать	33	343	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
купится	33	342	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
отведут	33	342	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ростбиф	33	342	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
бинт	33	340	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
гадить	33	340	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
нарядиться	33	339	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кроличью	33	338	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
людишек	33	337	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
заряжай	33	336	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
кои	33	336	0	OpenSubtitles	risk-accepted:no-grant	0.25	yes				
попью	33	335	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
займётесь	33	333	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
распростертыми	33	333	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
переверну	33	332	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
пощупать	33	332	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
разрешилось	33	331	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
кроватях	33	330	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
протеин	33	330	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
крылышек	33	329	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
регги	33	329	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.27	yes				
доберётесь	33	326	24	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
занервничал	33	326	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
мокрых	33	325	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
сережку	33	325	0	OpenSubtitles	risk-accepted:no-grant	0.14	yes				
недоделанный	33	324	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
соплей	33	324	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
вступлю	33	323	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
приударить	33	323	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
флаеры	33	322	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
натравить	33	320	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
отвалилась	33	320	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пепельница	33	320	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.09	yes				
пристают	33	320	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
шайку	33	320	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
замолчала	33	319	15	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
засветиться	33	319	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
печке	33	319	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
лоха	33	318	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
настойчивый	33	318	9	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
умников	33	318	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.02	yes				
потянем	33	317	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
грешника	33	316	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.15	yes				
накинь	33	316	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
перегибаешь	33	316	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
ругаетесь	33	316	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
экстаз	33	316	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
обалденная	33	314	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
развратник	33	314	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
чудаков	33	314	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.13	yes				
вешаешь	33	313	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
доделаю	33	312	11	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
слоном	33	312	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.05	yes				
ослепить	33	311	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
слухах	33	311	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
допить	33	310	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
коммуникатор	33	310	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
костюму	33	310	10	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
отметь	33	310	13	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
покидайте	33	309	12	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
привезём	33	308	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
тарелкой	33	308	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
недооценила	33	307	14	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
совпадут	33	307	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
соединю	33	307	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
втюрилась	33	305	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
одолжит	33	305	54	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
постоим	33	305	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
непобедимы	33	304	13	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выматывает	33	303	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
задеты	33	303	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
подгоню	33	303	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes				
проучу	33	303	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
прелестную	33	301	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
выключены	33	300	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
засос	33	300	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.03	yes				
устаешь	33	300	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
выкладываться	33	299	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
исцелит	33	299	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes				
кисок	33	299	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes				
остроумие	33	299	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.01	yes				
оглянитесь	33	298	7	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.04	yes				
подшутить	33	297	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
готовку	33	296	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
лапка	33	296	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.11	yes				
отрываю	33	296	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
неподобающе	33	295	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
переодеть	33	295	6	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
пудель	33	295	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.06	yes				
выплывет	33	294	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
спецназе	33	294	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes				
взбитыми	33	293	4	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	yes				
