# Очередь приёмки слов разговорного регистра. Одна строка — одно слово-кандидат.
# Источник и метод: docs/CORPUS.md, решение по OpenSubtitles — docs/CORPUS-OS.md.
# Слова НЕ добавлены ни в один поставляемый словарь.
#
# approved заполняет ТОЛЬКО оператор лично, поимённо. Генератор всегда пишет её пустой;
# правило записано в docs/TATAR-REVIEW-QUEUE.tsv: словарные наборы — не строки интерфейса.
# approved: (пусто) | yes | no
#
# Сортировка — по убыванию пользы: сначала heldout_hits (сколько раз слово встретилось в
# отложенной разговорной выборке, не участвовавшей в его ранжировании), затем train_freq.
# Список длинный намеренно: можно идти сверху вниз и остановиться в любой момент.
#
# heldout_hits  — вхождений в отложенной разговорной выборке (10 % строк, после дедупликации)
# train_freq    — вхождений в обучающей части разговорных корпусов, ВСЕХ вместе
# train_freq_clean — из них вхождений только в корпусах с чистой лицензией (Tatoeba). Именно
#                 это число останется, если решение по OpenSubtitles отменят. Ноль означает,
#                 что слово держится на одних субтитрах, даже когда license_status = clean:
#                 метка clean говорит, что словоформа встречается в Tatoeba, а НЕ что её
#                 частота получена без OpenSubtitles.
# sources       — из каких корпусов слово пришло
# cap_ratio     — доля вхождений с заглавной буквы НЕ в начале строки; чем ближе к 1,
#                 тем вероятнее это имя собственное, проскочившее фильтр. 0.00 — чисто.
# enters_top100k — вошло бы слово в top-100k при слиянии частот (нижняя оценка)
# license_status — под какой лицензией слово получено:
#   clean:CC-BY-2.0-FR      — Tatoeba, грант есть
#   risk-accepted:no-grant  — слово встречается только в OpenSubtitles. Лицензионного гранта у
#                             OpenSubtitles нет вообще: это не «неясная» лицензия, а
#                             отсутствующая. Оператор 2026-08-24 решил взять источник, зная это.
#                             Строка помечена, чтобы происхождение слова оставалось видно;
#                             вычитывается она наравне с чистыми.
# Слова, встречающиеся ТОЛЬКО в QED (research only) или TED2020 (CC BY-NC-ND), в очередь
# не попадают вовсе: их нельзя принять ни при каком решении оператора, и держать их здесь
# значило бы тратить его время. Их число указано в docs/CORPUS.md.
#
# Не попадают и слова, которые не доходят до top-100k даже при ВЕРХНЕЙ границе интервала
# частот: отсечка словаря жёстко 100 000 записей, такое слово не войдёт в ассет ни при каком
# допущении, и вычитывать его — работа, которая ничего не изменит. Сколько таких слов
# отброшено, печатает сам генератор и записано в docs/CORPUS-OS.md.
word	heldout_hits	train_freq	train_freq_clean	sources	license_status	cap_ratio	enters_top100k	approved	reviewer	review_date	note
кайтамы	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
капот	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
каргасы	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
каргышны	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
качмас	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кибернетик	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
киенде	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
килешмәдек	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
киметегез	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кимсетте	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кисешкәндә	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
киткәнемне	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
китмәячәкбез	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
киттекме	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
китүебезне	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кодлау	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.67	no				
колаклыклар	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
комачауламагыз	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
коткарачаклар	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткарачакмын	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткаргач	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткарырмын	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
котыртырга	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кочаклыйм	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кулланасыңмы	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кушармын	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кызымы	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кыландым	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кытаклый	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күзәтәчәкмен	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күкәйләрне	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күлмәгең	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күпертмә	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күренәмме	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрешкәнче	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күчерик	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
көнеңне	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
көнеңә	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ләкләк	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
менегез	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
намусың	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
нидавеллир	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
нимерия	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
ньюман	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
озынборын	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
очасыңмы	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
патшалыкта	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.33	no				
пиццага	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
проблемамы	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
программалаштырылган	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
пьетро	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сайлармын	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сакны	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сатма	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сатмадым	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сезме	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
селфи	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сойердан	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сорарсың	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
стейк	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
стимулятор	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
стрикленд	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сугыгыз	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сындырдың	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сүт	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сәгатең	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сөйләгәнче	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сөйләштегезме	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сөйләштеме	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
таныдыңмы	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тапмадыңмы	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тегесеннән	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
телимме	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тешләрегезне	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
торның	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
туемда	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тутырыгыз	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тыңламыйм	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тыңламыйсың	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
урладыңмы	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
утырырсың	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
хафаланма	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
хорос	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
чакра	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
чакырдыңмы	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
чакырт	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
чемоданда	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
чистартыгыз	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
чыгачаксың	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
шалтыратмадың	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
шалтыраттыңмы	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
шартлагач	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
шеймус	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
шикләнмәдем	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
шәрабне	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ышанмам	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
элронд	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
этегез	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
эчмәде	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
эчмәдем	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
эшләпәне	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.25	no				
эшләячәксез	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ялварам	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ялкауның	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
яттың	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
яшеңдә	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
яшисеңме	1	4	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
яшәдегезме	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
җепсә	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
җибәрдегез	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
җимерелдек	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
җылымы	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
җылыткычны	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
җәзалады	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
үгезле	1	4	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
үләнчел	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
үпкәләмәгез	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
үрмәкүче	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
үтердегезме	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
үтердеме	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
үтерермен	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
үтерәбез	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
үтерәсеңме	1	4	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
әчелек	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
әшнә	1	4	3	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
өметең	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
өметләнәсең	1	4	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
өрми	1	4	4	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
авызыңнан	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
акупунктура	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
акыллыга	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алдадыгыз	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аллергиясе	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
алмашта	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
алуыңа	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
анагызны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
анти	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
аппендиксны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
атагызны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
атаңа	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
аучыны	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ачармын	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ачкычымны	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашат	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашыйсызмы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ашыкмасаң	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
аякларыңны	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аңлатырсың	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
аңлашабыз	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бармыйчак	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
батареяны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
батырдан	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
башкардың	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
башлыйчаксың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бейкон	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
белмәм	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
беләчәксез	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
берүзегез	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
биисең	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бирмәссезме	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бликер	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
бозма	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
боргач	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бордым	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бушатучылар	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.50	no				
бушатыгыз	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бэм	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бүлдермәгез	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
бүленик	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
бәхәсләштегез	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ваттың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
вөрманн	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
готэмның	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
гриффиндорга	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
джулс	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
дошманлы	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дураль	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
дустыгызны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
егылам	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
егылганны	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
елыйсыңмы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
зионны	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
ишетәсез	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
йошия	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кабатлыйсың	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
казакча	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кайтардың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кайттыңмы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
каравыңны	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
катыштырмагыз	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кетто	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кечкенәм	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
киттеләрме	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
копны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
костюмда	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткардык	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
коткарыйк	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кремы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
куймам	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
куркытма	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кушмадым	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кызарды	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кызыкмы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кызыксынасыз	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
кыланмагыз	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кысыгыз	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
кыяташны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
күбрәкме	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрен	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрсәтерсеңме	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
күрсәтсәм	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
көткәнгә	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
көткәнеңне	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
көчегет	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
линдси	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
лори	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
мактанчыкның	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
марстагы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
менсәм	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
миең	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
милославский	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
монсысы	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ниндине	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
нишләгез	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
нишләттең	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ниятлисез	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ниятләрең	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
озаккамы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
оранжереяга	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
оһо	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
палома	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
пеннины	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
полициячы	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
проблемам	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
ризалашсам	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
руссоны	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сагыначакбыз	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
салун	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
салырсың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сатмаячакмын	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сеансны	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сигналдан	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сигәк	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сиздегезме	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сикерүдән	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
симуляцияне	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сия	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
скурдж	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
слизеринга	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сорауларсыз	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
стэн	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
сукырмы	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сусадым	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сусаудан	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сырасы	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.33	no				
сәдәпләр	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сөйличәк	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сөйләшмәкче	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сөйләшмәсәк	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
сөйләшүегезне	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
сөйләшәләрме	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
таб	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
таити	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	1.00	no				
тамалар	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тапшыргычы	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
ташладыгыз	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
таягың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тектем	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
терел	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тешең	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тигезләмәләр	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тимибез	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тод	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
томбо	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
торачаксыңмы	1	3	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
тудыка	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
туктасаң	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тьфу	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тәңреләр	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
тәүрәт	1	3	0	OpenSubtitles	risk-accepted:no-grant	1.00	no				
төзәткәч	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
төркемме	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
төсең	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
төшик	1	3	3	Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
төштегез	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
узгансың	1	3	0	OpenSubtitles	risk-accepted:no-grant	0.00	no				
уйнамадым	1	3	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.00	no				
