# Разговорная частота слов, измеренная миссией tt-dict-accept одним проходом по корпусам.
# Одна строка — слово и число его вхождений в обучающей части разговорных корпусов ПОСЛЕ
# фильтрации (`research/corpus/filters.py`). Ровно эта величина стоит в колонке `train_freq`
# очереди приёмки; здесь она есть и для слов, которых в очереди нет, — для тех, что уже стоят
# в поставляемом словаре.
#
# Зачем этот файл коммитится. Досье разделяет два вопроса: СОСТАВ словаря режется вторым
# независимым источником, ЧАСТОТЫ берутся из всего корпуса целиком, включая OpenSubtitles.
# Значит разговорную частоту надо прибавить и поставляемым словам тоже, иначе шкалы
# расходятся: у новичка частота из 482 млн токенов субтитров, у старожила — из письменного
# Leipzig. Первая сборка этой миссии так и ошиблась, и на префиксе «пап» тройка стала
# `папочка|папин|папочку`. Без этого файла пересборка требовала бы 1,5 ГБ корпуса на диске.
#
# Строк только для слов, которые могут оказаться в ассете: поставляемый словарь плюс очередь.
# Слова с нулевой разговорной частотой пропущены.
# Источник: Tatoeba-v2026-07-08.tt.txt.gz OpenSubtitles-v2024.tt.txt.gz
# Базовый ассет: 2d98ed359aa11261a5042a13c5ca9459c6e365c6ab4bf0563d0e3604a7485cae
# Пересоздаётся: python3 research/corpus/measure_accept.py <tag> out/shipped-1.8.4 <корпуса>
word	conv_freq
биреш	3
бирешергә	4
бирешмә	6
бирешмәскә	4
биреште	4
бирешәм	10
бирик	8
бирим	10
бирле	157
бирми	46
бирмиләр	9
бирмим	36
бирмисең	12
бирмичә	4
бирмә	38
бирмәгез	19
бирмәгән	12
бирмәде	33
бирмәделәр	3
бирмәдем	22
бирмәдең	21
бирмәм	11
бирмәс	25
бирмәскә	11
бирмәссезме	3
бирмәссең	3
бирмәсәм	4
бирмәсәң	3
бирмәячәк	5
бирсен	25
бирсә	3
бирсәгез	10
бирсәләр	7
бирсәм	11
бирсәң	30
бирче	5
бирү	55
бирүдән	10
бирүегезне	3
бирүемне	4
бирүен	5
бирүне	8
бирүче	5
бирә	279
бирәбез	20
бирәле	3
бирәләр	14
бирәм	154
бирән	4
бирәсе	9
бирәсез	8
бирәсезме	6
бирәсем	11
бирәсең	23
бирәсеңме	14
бирәчәк	35
бирәчәкбез	6
бирәчәкләр	3
бирәчәкмен	23
бирәчәксез	3
бирәчәксең	9
бистә	6
бистәгә	6
бистәне	3
бит	1299
битараф	12
бите	16
битемә	4
битен	10
битендә	5
битеннән	5
битенә	10
битең	3
биткоин	9
биткә	3
битлеге	3
битлеген	3
битлек	14
битләр	6
битне	13
биттә	9
биттән	4
битәрли	3
бифрост	4
бихисап	3
бичкрафт	3
бичә	3
биш	297
бишбармак	5
бишбармакны	3
бишек	13
бишектә	7
бишектән	5
бишенче	33
бишкә	16
бишле	6
бишмәт	3
бишне	10
биштә	21
бишәр	5
бишәү	3
бию	15
биюгә	9
биюе	4
биюен	3
биюләр	6
биюләрдә	3
биюче	4
бия	3
бияләй	4
бияләйләрем	3
бла	5
бланкны	5
бластер	4
бластерны	4
блаттерның	3
бликер	3
блонди	5
богавы	4
богаулар	7
богауларда	4
богаулардан	3
богауларны	5
богауларым	3
бодай	12
боек	4
боерыгы	7
боерыгын	3
боерык	42
боерыклар	6
боерыкларны	11
боерыкларын	3
боерыкны	7
боз	36
боза	22
бозавы	3
бозалар	3
бозар	14
бозарга	16
бозасың	9
бозау	5
бозга	4
бозган	10
бозда	3
боздан	4
бозды	10
боздыгыз	6
боздык	4
боздым	6
боздың	10
бозлы	10
бозма	3
бозмас	3
бозмаска	4
бозу	6
бозучы	7
бозык	14
бозыла	6
бозылган	16
бозылды	4
бозып	11
бокал	10
болай	355
болайрак	9
болан	8
боланны	3
болар	147
боларга	6
болардан	7
боларны	50
боларның	57
болары	4
болгавыр	3
болгады	6
болгана	9
болганчык	6
болгар	17
болгарлар	5
болгый	4
болын	3
болында	5
болыт	16
болытлар	19
болытларны	4
болытлы	11
болытсыз	4
бомба	36
бомбага	6
бомбалар	6
бомбаларны	3
бомбаны	12
бомбасы	11
бомбасын	10
бон	4
бор	13
борабыз	4
боралагы	6
боралак	40
боралакка	14
боралаклар	3
боралакны	5
боралакта	8
боралактагы	3
боралактан	10
борам	4
борау	8
бораулаганда	4
бораулау	3
борган	3
боргач	3
борды	3
бордым	3
борел	4
борсаң	3
бортка	4
борчак	6
борчалар	3
борчуга	3
борчулы	10
борчыган	16
борчый	36
борчыймы	6
борчыла	40
борчылам	25
борчыласыз	3
борчыласың	13
борчыласыңмы	8
борчылган	7
борчылдым	12
борчылма	92
борчылмагыз	51
борчылмас	8
борчылмасаң	4
борчылмыйм	11
борчылмыйсыңмы	3
борчылсаң	4
борчылу	7
борчылуын	4
борчылып	4
борчылыр	7
борчылырга	16
борчыма	7
борчымагыз	4
борчымаска	6
борчымый	28
борчымыйм	3
борчымыймы	7
борчырга	10
борыгыз	8
борыл	14
борыла	11
борылабыз	3
борылган	3
борылды	7
борылдым	4
борылыгыз	13
борылып	20
борылырга	6
борылыш	6
борылышны	3
борылышы	3
борын	21
борынгы	103
борыннан	7
борынны	5
борыны	8
борыным	8
борынын	11
борыныннан	3
борының	5
борыныңны	10
борып	15
борырга	8
борыч	5
борыңгы	5
босс	18
бот	4
ботагы	3
ботак	7
ботакка	7
ботаклары	7
ботакны	4
ботаник	5
ботаника	3
ботаниклар	3
ботинкалар	7
ботинкаларындагы	3
ботинкаларың	3
ботка	8
боткасы	7
боһ	5
браво	8
бразилиялеләр	3
бран	6
брезент	3
бридж	3
бриллиант	20
бриллиантлар	8
бриллиантны	12
брокка	3
брокколи	5
брук	3
брукфилд	3
бруно	9
брюси	3
брюска	5
бу	12719
буа	17
буада	6
бугаз	9
бугай	133
будда	3
будкасы	3
буе	303
буем	7
буен	6
буена	54
буенда	76
буендагы	10
буеннан	15
буенча	601
буенчамы	3
буй	6
буйга	7
буйдак	5
буйлап	89
буйлы	27
буйсына	5
буйсынам	7
буйсынасың	3
буйсындыра	5
буйсынмый	4
буйсыну	3
буйсынырга	8
бук	14
букка	3
буклы	6
букча	11
букчада	4
букчам	4
букчамда	3
букчамны	6
букчаны	6
букчасы	4
букчасын	5
букчасында	4
букчаңны	4
бул	346
була	1140
булабыз	15
булабызмы	3
буладыр	8
булалар	15
булалмас	4
булам	77
буламы	92
буларак	154
буласы	6
буласыз	6
буласызмы	6
буласым	24
буласын	23
буласың	30
буласыңмы	25
булачагы	5
булачагымны	8
булачагын	92
булачагына	6
булачагыңны	7
булачак	802
булачакбыз	43
булачакмы	23
булачакмын	54
булачаксыз	9
булачаксың	42
булгалый	9
булган	1040
булганбыз	3
булганга	52
булгангамы	3
булганда	182
булгандыр	40
булганлыгын	3
булганлыктан	7
булганмы	19
булганмын	6
булганмындыр	3
булганнан	18
булганнар	27
булганнарга	4
булганнардан	5
булганнарны	5
булганнары	3
булганны	41
булганның	14
булгансыз	5
булгансың	10
булганча	12
булганчы	30
булганчыга	3
булганы	50
булганыбыз	3
булганыбызны	8
булганыгыз	10
булганыгызны	8
булганым	7
булганымны	11
булганын	300
булганына	7
булганың	24
булганыңны	15
булгач	130
булды	1227
булдыгыз	30
булдыгызмы	15
булдык	35
булдыксыз	17
булдылар	15
булдым	203
булдымы	88
булдыра	191
булдырабыз	7
булдырам	20
булдырасыз	4
булдырасың	30
булдырачак	3
булдырган	6
булдырды	7
булдырдыгыз	4
булдырдык	8
булдырдым	4
булдырдың	9
булдырмаска	9
булдырмау	3
булдырмый	5
булдыру	11
булдырырга	4
булдың	82
булдыңмы	41
булма	54
булмавы	9
булмавыгызны	4
булмавын	39
булмавына	8
булмавыңны	4
булмаган	280
булмаганга	10
булмаганда	28
булмагандыр	10
булмаганнарга	4
булмаганны	16
булмаганның	5
булмаганын	8
булмаганыңны	3
булмагач	15
булмагыз	14
булмады	247
булмадыгыз	5
булмадык	7
булмадым	51
булмадымы	15
булмадың	10
булмам	4
булмас	305
булмаса	166
булмасагыз	14
булмасак	6
булмасам	12
булмасаң	35
булмаска	28
булмаслык	7
булмасмы	12
булмассың	20
булмасын	81
булмау	8
булмаячагын	6
булмаячак	82
булмаячакмын	5
булмаячаксыз	4
булмый	461
булмыйм	6
булмыймы	10
булмыйсың	3
булмыйчак	31
булса	1171
булсагыз	38
булсак	32
булсалар	14
булсам	138
булсаң	139
булсын	269
булсыннар	3
булу	138
булуга	16
булудан	19
булуларын	4
булуларына	3
булуны	8
булуның	4
булуы	94
булуыбыз	4
булуыбызга	4
булуыбызны	11
булуыгыз	5
булуыгызга	13
булуыгызны	17
булуым	6
булуыма	11
булуымны	25
булуын	177
булуына	45
булуында	5
булуың	25
булуыңа	19
булуыңны	33
булыгыз	120
булыйк	16
булып	688
булыр	742
булырбыз	23
булырга	809
булырлар	5
булырлык	12
булырмы	24
булырмын	60
булырсыз	16
булырсың	45
булырсыңмы	3
булыш	84
булыша	143
булышам	55
булышасыз	3
булышасың	15
булышасыңмы	11
булышачак	15
булышачакмын	8
булышкан	21
булышмаган	3
булышмады	5
булышмас	23
булышмаса	3
булышмый	13
булышмыйм	6
булышмыйсың	4
булышса	6
булышсагыз	5
булышсам	5
булышсаң	6
булышсын	6
булышты	44
булыштыгыз	3
булыштык	4
булыштылар	3
булыштым	20
булыштымы	3
булыштың	15
булыштыңмы	3
булышу	11
булышыгыз	31
булышыйм	5
булышыйммы	3
булышып	3
булышыр	22
булышырбыз	5
булышырга	142
булышыргамы	8
булышырмын	20
булышырсыз	5
булышырсың	9
бум	7
бумеранг	3
бумы	4
бункер	23
бункерга	8
бункерда	18
бункердагы	3
бункердан	4
буран	25
бураны	6
бурсык	6
бурсыкны	3
бурсыкның	3
бурыч	39
бурычка	11
бурычлар	4
бурычларга	3
бурычларны	4
бурычлы	51
бурычлымын	3
бурычны	15
бурычы	14
бурычыгыз	3
бурычым	11
бурычымны	4
бурычын	8
бурычың	7
бурычыңны	3
бусагасын	3
бусы	19
бусын	5
бутаган	4
бутадым	4
бутадың	3
буталган	10
буталдым	9
буталчык	21
буталчыклык	3
буталып	13
бутама	6
бутарга	3
бутербродлар	3
бухгалтерия	3
буш	157
бушап	5
бушат	6
бушатты	5
бушатучылар	3
бушатыгыз	3
бушатырга	5
бушка	72
бушлай	40
бушлык	6
бушлыкны	3
бушмы	8
буын	20
буыннар	5
буыннары	3
буыны	3
буып	10
буэнос	3
буяды	5
буялган	8
буяп	4
буярга	11
буяу	15
бы	3
быел	41
быелгы	3
быкылдау	3
былбыл	6
былтыр	6
бытбылдык	3
бьйорн	3
бьюгл	3
бэйн	3
бэм	3
бюросында	3
бүген	936
бүгенге	79
бүгенгә	15
бүгеннән	3
бүз	3
бүкән	9
бүлдерергә	3
бүлдермә	9
бүлдермәгез	3
бүлдерәм	6
бүлеге	25
бүлеген	8
бүлегендә	7
бүлегенә	12
бүлек	21
бүлеккә	7
бүлекләре	3
бүлекләрен	4
бүлекләрне	3
бүлекне	7
бүлектә	9
бүленгән	7
бүленгәнне	3
бүленик	3
бүленә	3
бүлеп	11
бүлешү	3
бүлмә	83
бүлмәгезне	3
бүлмәгә	37
бүлмәдә	77
бүлмәдәге	4
бүлмәдән	37
бүлмәле	3
бүлмәләр	8
бүлмәләрдә	3
бүлмәләрне	4
бүлмәм	6
бүлмәмдә	10
бүлмәмне	6
бүлмәмә	3
бүлмәне	23
бүлмәнең	4
бүлмәсе	57
бүлмәсен	19
бүлмәсендә	55
бүлмәсендәге	6
бүлмәсенең	4
бүлмәсеннән	15
бүлмәсенә	47
бүлмәң	3
бүлмәңдә	5
бүлмәңне	8
бүлмәңә	3
бүлү	3
бүлә	7
бүләге	18
бүләгем	6
бүләген	11
бүләк	163
бүләккә	8
бүләкләр	23
бүләкләрне	3
бүләкне	11
бүре	55
бүреген	4
бүрегә	5
бүредән	3
бүрек	11
бүреләр	9
бүреләргә	3
бүрене	4
бүрәнкә	3
бүрәнә	3
бүтән	506
бүтәнгә	3
бүтәннәр	9
бүтәннәрне	3
бәбкә	3
бәгырем	4
бәдрәф	29
бәдрәфкә	26
бәдрәфтә	10
бәдрәфтән	6
бәйдә	3
бәйле	106
бәйлелек	4
бәйлеме	4
бәйли	8
бәйлә	7
бәйләвеч	3
бәйләвечне	4
бәйләгез	5
бәйләгән	4
бәйләде	9
бәйләдем	4
бәйләм	4
бәйләме	6
бәйләнгән	25
бәйләнгәнен	3
бәйләнде	3
бәйләнеп	3
бәйләнеш	21
бәйләнеше	5
бәйләнешкә	5
бәйләнешләр	3
бәйләнешләре	3
бәйләнешне	3
бәйләнештә	3
бәйләнмә	33
бәйләнмәгез	5
бәйләнчек	7
бәйләнә	12
бәйләнәсең	5
бәйләп	17
бәйләргә	11
бәйрәм	85
бәйрәмгә	11
бәйрәмдә	12
бәйрәме	18
бәйрәмен	5
бәйрәмне	7
бәйрәмнәр	4
бәйрәмханә	7
бәйсез	44
бәйсезлеге	3
бәйсезлеген	5
бәйсезлек	22
бәйсезлеккә	3
бәйсезрәк	3
бәла	34
бәлагә	8
бәладә	6
бәлеш	34
бәлеше	6
бәлешен	3
бәлешләр	6
бәлешне	4
бәлкем	20
бәлки	959
бәлкидер	8
бәлли	4
бәллүр	6
бәлә	3
бәләкәй	36
бәләкәч	13
бәндә	13
бәндәдән	5
бәндәне	4
бәр	6
бәргән	8
бәргәч	4
бәрде	20
бәрдем	6
бәрдең	7
бәрелгән	5
бәрелгәндә	3
бәрелде	21
бәрелдем	8
бәрелеп	5
бәрелергә	3
бәрелеш	7
бәрелсә	4
бәрелү	7
бәрелә	4
бәреп	37
бәрергә	5
бәрү	13
бәрә	6
бәрәкәт	10
бәрәм	3
бәрән	4
бәрәчәк	4
бәрәңге	27
бәрәңгене	9
бәхет	138
бәхете	9
бәхетем	4
бәхетен	4
бәхетең	3
бәхетеңә	4
бәхеткә	39
бәхетле	259
бәхетлеме	10
бәхетлерәк	3
бәхетне	9
бәхетнең	7
бәхетсез	38
бәхетсезлек	29
бәхетсезлекләр	4
бәхеттән	3
бәхил	3
бәхәс	11
бәхәсле	11
бәхәсләр	6
бәхәсләшеп	7
бәхәсләшергә	14
бәхәсләшмә	6
бәхәсләшмәгез	3
бәхәсләштегез	3
бәхәсләшә	7
бәхәсләшәм	3
бәхәссез	8
бәя	29
бәягә	10
бәядә	3
бәяли	7
бәялиләр	4
бәялим	10
бәялә	5
бәяләнде	3
бәяләнә	7
бәяләп	16
бәяләр	29
бәяләргә	8
бәяләре	6
бәяләү	4
бәян	3
бәяне	3
бәясе	54
бәясен	12
бөгелгән	6
бөгелә	3
бөгә	4
бөгәрләнеп	3
бөдрә	6
бөек	153
бөеклек	4
бөеклеккә	4
бөер	16
бөеремне	4
бөерен	3
бөерләр	3
бөке	4
бөкедә	3
бөкеләр	4
бөкре	4
бөлгенлеккә	3
бөре	3
бөркет	10
бөркү	4
бөртеге	6
бөртекләре	3
бөтен	686
бөтендөнья	27
бөтенесе	16
бөтенесен	17
бөтенлеге	3
бөтенлеген	3
бөтенләй	302
бөтенләйгә	7
бөтнек	3
бөҗәк	11
бөҗәкләр	12
бөҗәкләрне	6
бөҗәкне	3
вагон	4
вагю	4
ваемсыз	8
ваемсызлык	3
ваз	9
ваза	5
вазага	3
вазаны	4
вазгыять	5
вазифа	6
вай	3
вак	30
вакандадан	3
вакуум	3
вакцина	17
вакциналар	4
вакыйга	45
вакыйгадан	6
вакыйгалар	30
вакыйгаларны	11
вакыйгаларның	4
вакыйганы	7
вакыйганың	3
вакыт	1047
вакытка	49
вакытлар	8
вакытларда	3
вакытлары	4
вакытларымда	3
вакытлы	17
вакытлыча	28
вакытмы	3
вакытны	87
вакытның	3
вакытсыз	6
вакытта	295
вакыттагы	5
вакыттан	27
вакыттыр	5
вакыты	106
вакытыбыз	33
вакытыбызны	3
вакытыгыз	14
вакытыгызны	10
вакытым	66
вакытымны	17
вакытын	23
вакытына	6
вакытында	174
вакытыннан	6
вакытың	32
вакытыңны	23
валери	3
валлаһи	4
валхаллага	3
вальдо	5
валюта	5
вампир	4
ван	20
ванна	18
ваннага	8
ваннада	11
вариант	25
вариантлар	7
вариантны	3
варианты	3
варис	10
варисы	4
васыять	7
ватан	18
ватанга	3
ватандашлар	5
ватанпәрвәрлек	7
ватанпәрвәрлеккә	3
ватаным	7
ватанымны	5
ватарга	7
ваткан	15
ватты	16
ваттым	6
ваттың	3
ваттыңмы	3
ватык	12
ватыла	7
ватылган	38
ватылды	21
ватылса	4
ватып	21
вау	24
вафат	35
вашингтонның	3
веб	3
вегетариан	6
вейли	5
вейлига	5
велосипед	12
велосипедны	3
велосипедта	23
велосипеды	4
велосипедымны	5
велосипедын	3
вена	4
венага	4
веномга	3
вентиляция	6
вера	4
верандада	3
вероника	3
версияне	3
версиясе	3
версиясен	3
веспер	3
вестибюльдә	3
вибраниум	7
видео	25
видеога	3
видеоны	8
видеоязма	3
видморның	4
виза	5
визит	4
викингы	4
виктория	3
вильсон	3
винберг	3
винсентны	6
вирус	30
вирусны	5
вирусы	3
виски	14
витаминнар	4
витамины	3
владимир	5
водород	12
вокзал	9
вокзалга	13
вокзалда	5
вокзалдан	3
вокзалы	3
вол	3
волейбол	3
волков	3
вольтрон	4
вормир	5
воу	3
вуаля	4
вуд	3
вуду	17
вулкан	6
вундагор	3
вы	8
вьет	4
вю	7
вә	7
вәгазь	3
вәгъдә	133
вәгъдәгезне	3
вәгъдәләр	4
вәгъдәләрен	4
вәгъдәне	6
вәгъдәсен	4
вәзгыять	15
вәзгыятьне	4
вәкиле	7
вәкилләре	7
вәсвәсә	3
вөрманн	3
вөҗдан	10
вөҗданы	6
вөҗданың	5
г	8
га	23
гадел	84
гаделлек	17
гаделсез	8
гаделсезлек	5
гаделсезлеккә	3
гади	197
гадиләштерергә	4
гадирәк	11
гадәт	25
гадәте	10
гадәти	118
гадәткә	7
гадәтләр	8
гадәтләргә	5
гадәтләрен	4
гадәттә	154
гадәттәгедән	4
гадәттәгечә	25
гадәттән	22
гаебе	20
гаебем	26
гаебемне	6
гаебен	4
гаебең	11
гаебеңне	9
гаеп	50
гаепле	118
гаеплеме	4
гаеплене	5
гаепли	9
гаеплим	3
гаепләде	10
гаепләделәр	7
гаепләми	4
гаепләмим	11
гаепләмә	11
гаепләмәгез	4
гаепләнүче	3
гаепләнүчене	3
гаепләнәсез	3
гаепләп	4
гаепләр	4
гаепләргә	7
гаепләү	10
гаепме	3
гаепне	5
гаепсез	40
газ	30
газабы	5
газап	34
газапланачак	4
газапланып	3
газапланырга	3
газаплар	5
газапларга	4
газаплары	4
газга	6
газета	16
газетада	4
газеталар	4
газетаны	7
газиз	7
газлар	5
газлы	5
газны	4
гаилә	93
гаиләбезне	3
гаиләгез	7
гаиләгездә	3
гаиләгә	4
гаиләдә	16
гаиләдән	5
гаиләлегеннән	5
гаиләләр	8
гаиләләре	5
гаиләләренә	3
гаиләм	21
гаиләмне	15
гаиләмнең	5
гаиләмә	5
гаиләне	5
гаиләсе	26
гаиләсен	10
гаиләсендә	3
гаиләсенең	9
гаиләсеннән	7
гаиләсенә	6
гаиләң	19
гаиләңне	7
гайбәт	8
гайбәтләр	3
гайбәтче	4
гайре	9
гайрәт	3
галактика	9
галактикада	4
галим	48
галиме	8
галимне	4
галимнең	4
галимнәр	25
галимнәргә	3
галиҗанәп	4
галиҗәнап	20
галстугын	3
галстук	13
галстукны	4
галәм	174
галәмара	4
галәмгә	20
галәмдә	40
галәмдәге	9
галәмне	24
галәмнең	10
галәмнән	15
галәмнәр	4
галәмнәрдә	9
галәмнәрдән	4
галәмнәрне	3
галәмәт	6
гамбо	5
гамәл	19
гамәлгә	7
гамәлдә	7
гамәлдән	19
гамәле	3
гамәли	6
гамәлләр	12
гамәлләргә	4
гамәлләре	3
гамәлләрен	3
гамәлләрне	3
гамәлне	3
ган	4
ганди	7
гараж	3
гаражга	4
гаражда	6
гарантия	4
гарантиясе	3
гариза	16
гарип	36
гарипләр	4
гармония	8
гармониядә	4
гармониясе	4
гармун	3
гаррида	3
гарык	3
гарәп	30
гарәпчә	4
гаскәр	53
гаскәргә	5
гаскәрдә	8
гаскәре	13
гаскәрендә	3
гаскәреннән	3
гаскәри	9
гаскәрләр	14
гаскәрләре	9
гасыр	32
гасырга	6
гасырда	20
гасырдагы	3
гасырдан	5
гасырлар	15
гасырларга	6
гасырларда	3
гасырның	8
гауга	5
гаугалы	3
гафу	830
гашыйк	106
гашыйклар	7
гашыйкмы	4
гаяз	3
гаять	32
гаҗиз	3
гаҗит	3
гаҗәеп	103
гаҗәп	43
гаҗәпләнгән	6
гаҗәпләнде	8
гаҗәпләндем	19
гаҗәпләндерде	17
гаҗәпләндерергә	5
гаҗәпләндерерлек	3
гаҗәпләндерми	5
гаҗәпләндерә	10
гаҗәпләндең	3
гаҗәпләнмим	3
гаҗәпләнмәдем	3
гаҗәпләнмәс	3
гаҗәпләнү	4
гаҗәпләнүдән	6
гаҗәпләнә	3
гаҗәпләнәм	12
гвен	3
где	3
гел	243
гелгә	8
гелий	6
генерал	18
генераль	3
генератор	6
генераторы	3
генетик	13
геноцид	3
генә	1743
генәме	13
география	3
геолог	3
геологик	3
герое	3
герой	10
геттода	3
гигаватт	8
гид	6
гидрага	5
гильдиягә	4
гимн	3
гимны	8
гимнын	3
гимнының	4
гипертизлек	3
гитара	8
гитарада	17
гитараны	3
гитарачы	5
гитараңны	3
гладиозавр	4
глайдер	4
глобаль	18
глобальләшү	3
гоблин	11
гойя	3
гол	5
гольф	19
гомер	120
гомергә	4
гомердә	3
гомере	36
гомерегезне	9
гомерем	27
гомеремдә	16
гомеремне	35
гомеремнең	7
гомерен	58
гомерендә	8
гомеренең	5
гомерең	15
гомереңне	32
гомерлек	13
гомерлеккә	9
гомерләр	7
гомерләрен	8
гомерне	11
гомернең	5
гомуми	29
гомумән	108
гораций	5
гордон	3
гореф	3
горилла	5
горур	12
горурлана	15
горурланабыз	5
горурланам	20
горурланып	5
горурланыр	4
горурлыгы	5
горурлык	9
горчица	3
готэмның	3
гравитация	8
градус	24
градуска	8
гражданин	4
гражданнар	8
гражданнарның	3
грамм	5
грамматик	5
грамматика	3
грамматикасы	4
график	17
грек	11
грета	4
греция	6
грим	3
гринвичка	4
грипп	4
гриф	3
гриффиндор	7
гриффиндорга	3
гудспид	4
гуманитар	3
гыйбадәт	6
гыйбадәтханә	16
гыйбадәтханәгә	20
гыйбадәтханәдә	16
гыйбадәтханәдән	4
гыйбадәтханәне	6
гыйбадәтханәсе	3
гыйбарә	5
гыйбарәләр	4
гыйбарәне	5
гыйбарәт	15
гыйбрәт	5
гыйбрәтле	3
гыйлем	15
гыйлеме	4
гыйнвар	11
гыйффәтле	3
гыйшык	8
гына	1531
гынамы	21
гырылдап	3
гүзәл	101
гүзәле	3
гүзәлем	7
гүзәллеге	3
гүзәллек	6
гүзәллекне	3
гүзәллектә	3
гүзәлрәк	5
гүр	6
гүргә	3
гүя	11
гә	20
гәрчә	6
гәҗит	11
гәҗиттә	3
гәҗәеп	4
гәүдә	15
гәүдәгә	3
гәүдәле	16
гәүдәләнеше	3
гәүдәсе	9
гәүдәсеннән	3
гәүдәң	3
гөбәдия	3
гөл	25
гөле	4
гөлләр	6
гөлләргә	3
гөлнең	3
гөлчәчәк	11
гөлчәчәкләр	9
гөлҗимеш	3
гөмбә	7
гөмбәз	6
гөмбәсе	4
гөнаһ	30
гөнаһка	4
гөнаһлар	5
гөнаһларны	3
гөнаһларымны	4
гөнаһлы	11
гөнаһмы	3
гөнаһсыз	5
гөнаһым	3
гөнаһын	3
гөрләп	3
гөрҗе	3
д	3
да	6791
давид	3
давыл	41
давылда	4
даими	30
даирәсе	3
дайсон	7
дала	8
далада	3
дам	3
дамы	10
дан	32
данга	3
даниель	4
данис	3
даниэл	3
данлы	10
данлыклы	11
данны	4
дантист	4
даны	5
даның	6
данә	3
дар	3
дару	79
дарулар	45
даруларга	3
даруларны	11
дарулары	3
даруларың	3
даруларыңны	3
даруны	25
даруның	3
даруханә	3
даруы	12
даруын	4
дары	8
датаны	4
датчиклар	3
даһи	27
де	7
дебби	6
дебет	3
дежа	4
дейтон	4
декабрь	10
декабрьдә	4
делайла	3
делорианга	3
дельфин	3
демократик	8
демократия	18
департаменты	3
депрессия	4
десерт	8
десертка	6
десмондның	4
детектив	5
дефенестрациясе	3
джаз	7
джанетны	3
джейга	4
джейкобның	3
джеймисон	4
джеймсны	3
дженис	5
дженифер	3
джентльмен	5
джентльменнар	4
дженторра	3
джеронимо	3
джерси	3
джессиканы	4
джеф	6
джинның	3
джо	3
джоанна	3
джокер	5
джуб	3
джуди	4
джулиетны	5
джулс	3
джунгли	23
джунглига	39
джунглида	63
джунглидагы	4
джунглидан	14
ди	256
диабет	4
диагноз	4
диалекты	5
диаметры	3
диван	4
дивана	24
диваналар	7
диванда	10
дивар	38
диварга	16
диварда	10
дивардагы	6
дивардан	5
диварлар	5
диварларга	4
диварларны	3
диварлары	4
диварларында	4
диварны	10
диварның	5
дивары	5
диген	64
дигән	280
дигәндә	80
дигәне	5
дигәнемне	3
дигәнен	8
дигәнең	4
дигәнеңне	12
дигәнне	30
дигәннәр	3
дигәнче	4
дигәч	28
диде	473
дидегез	28
дидегезме	7
диделәр	50
дидем	190
дидеме	11
дидемме	4
дидең	170
дидеңме	14
диегез	15
диего	3
диелгән	5
диелә	4
диеп	23
диета	5
диетага	4
дик	5
диктант	4
диктатор	4
диләр	105
дим	50
димә	28
димәде	3
димәдем	8
димәдең	6
димәк	862
димәс	5
дин	34
динамит	33
динамитны	10
дингә	4
диндар	3
дине	13
динем	3
динен	6
дини	21
динле	4
диннәр	3
динозавр	15
динозаврлар	7
динсез	5
дип	4430
дипломат	3
дипломатик	4
дипломатия	3
дипме	5
директор	18
директорлар	3
директоры	6
дирижабль	10
дисез	11
дисезме	9
дисең	46
дисеңме	25
диск	5
дисклар	3
диско	3
дискотека	3
диспетчер	4
диссертацияне	3
дистә	7
дистәләгән	4
дисә	8
дисәгез	4
дисәк	3
дисәләр	11
дисәм	19
дисәң	36
дию	4
диюче	4
дия	5
дияр	14
дияргә	16
дияргәме	3
диярлек	239
диярмен	10
диярсең	15
диясе	13
диясем	8
диясең	6
диңгез	127
диңгезгә	19
диңгездә	34
диңгездән	7
диңгезе	4
диңгезне	7
диңгезче	9
дог	3
дога	41
догамны	4
доген	3
доза	6
дозаны	4
дозасын	3
док	211
докка	4
докладны	4
доктор	240
докторлык	4
докторы	3
документ	4
документаль	4
документка	3
документлар	13
документларга	3
документларны	12
документлары	3
документларыгызны	4
документларын	3
документны	4
доллар	82
долларга	14
доллардан	6
долларлык	7
долларны	5
донор	4
дора	3
достоевский	5
дотракийлар	3
дошман	98
дошманга	3
дошманлы	3
дошманлык	3
дошманнан	4
дошманнар	24
дошманнарга	4
дошманнардан	4
дошманнарны	6
дошманнарның	4
дошманнары	9
дошманнарын	3
дошманны	15
дошманның	5
дошманы	16
дошманын	3
дошманың	5
драйв	8
драма	4
дройд	3
дрон	5
дроннар	15
дроннарны	3
дроннары	3
дуайт	6
дуамал	3
дубль	3
дулап	4
дулкын	16
дулкынлана	3
дулкынланам	6
дулкынланган	3
дулкынландым	4
дулкынландыргыч	6
дулкынланма	4
дулкынланып	5
дулкынлы	4
дулкыннар	9
дулкыннардан	4
дулкыны	8
думбрада	8
дураль	3
дус	356
дуска	4
дускай	9
дуслар	181
дусларга	3
дуслардан	3
дуслармы	4
дусларны	10
дусларча	3
дуслары	47
дусларыбыз	7
дусларыбызны	5
дусларыгыз	15
дусларыгызны	8
дусларым	67
дусларыма	7
дусларымны	8
дусларын	8
дусларының	4
дусларың	46
дусларыңа	9
дусларыңны	11
дуслаштык	6
дуслашып	7
дуслык	21
дуслыкны	5
дуслыкның	3
дусны	3
дустан	3
дустанә	11
дусты	64
дустыбыз	7
